5.000000E+2	1.534841E-1	6.947263E+1
1.000000E+3	2.627465E-1	5.316486E+1
1.500000E+3	3.262522E-1	4.116687E+1
2.000000E+3	3.656103E-1	3.338424E+1
2.500000E+3	3.865289E-1	2.754959E+1
3.000000E+3	4.031710E-1	2.029896E+1
3.500000E+3	4.120477E-1	1.672975E+1
4.000000E+3	4.172059E-1	1.322935E+1
4.500000E+3	4.217597E-1	1.088610E+1
5.000000E+3	4.238367E-1	9.141671E+0
5.500000E+3	4.264448E-1	6.772779E+0
6.000000E+3	4.274632E-1	4.820399E+0
6.500000E+3	4.286078E-1	3.908510E+0
7.000000E+3	4.308635E-1	5.863525E+0
7.500000E+3	4.313020E-1	4.776165E+0
8.000000E+3	4.311142E-1	3.921050E+0
8.500000E+3	4.317537E-1	3.170959E+0
9.000000E+3	4.325053E-1	2.171011E+0
9.500000E+3	4.319427E-1	1.466047E+0
1.000000E+4	4.316794E-1	6.878259E-1
1.050000E+4	4.320780E-1	-3.004566E-1
1.100000E+4	4.318179E-1	-5.828368E-1
1.150000E+4	4.313509E-1	-9.310005E-1
1.200000E+4	4.312054E-1	-1.813632E+0
1.250000E+4	4.310185E-1	-2.305238E+0
1.300000E+4	4.310887E-1	-3.003142E+0
1.350000E+4	4.323024E-1	-1.189651E-1
1.400000E+4	4.325235E-1	-4.844997E-1
1.450000E+4	4.320291E-1	-9.076438E-1
1.500000E+4	4.314153E-1	-1.069586E+0
1.550000E+4	4.314312E-1	-1.662778E+0
1.600000E+4	4.306552E-1	-1.978587E+0
1.650000E+4	4.301702E-1	-2.659277E+0
1.700000E+4	4.301144E-1	-2.396951E+0
1.750000E+4	4.299849E-1	-2.527376E+0
1.800000E+4	4.298310E-1	-3.268249E+0
1.850000E+4	4.292934E-1	-3.706778E+0
1.900000E+4	4.288710E-1	-3.565598E+0
1.950000E+4	4.282077E-1	-3.997845E+0
2.000000E+4	4.280937E-1	-4.542133E+0
