1.000000E+2	6.572314E-2	8.559872E+1
1.258925E+2	8.213091E-2	8.480066E+1
1.584893E+2	1.031159E-1	8.329191E+1
1.995262E+2	1.291479E-1	8.164933E+1
2.511886E+2	1.611540E-1	7.993398E+1
3.162278E+2	2.015699E-1	7.658898E+1
3.981072E+2	2.497682E-1	7.318808E+1
5.011872E+2	3.065536E-1	6.916361E+1
6.309573E+2	3.756997E-1	6.449605E+1
7.943282E+2	4.483150E-1	5.919229E+1
1.000000E+3	5.245027E-1	5.320825E+1
1.258925E+3	5.984342E-1	4.666840E+1
1.584893E+3	6.661605E-1	3.985736E+1
1.995262E+3	7.216697E-1	3.341665E+1
2.511886E+3	7.726446E-1	2.803924E+1
3.162278E+3	8.125005E-1	1.888657E+1
3.981072E+3	8.332666E-1	1.359402E+1
5.011872E+3	8.478384E-1	8.414108E+0
6.309573E+3	8.562849E-1	3.948073E+0
7.943282E+3	8.645069E-1	3.815131E+0
1.000000E+4	8.673934E-1	3.951847E-1
1.258925E+4	8.670619E-1	-2.865424E+0
1.584893E+4	8.654316E-1	-1.643551E+0
1.995262E+4	8.600054E-1	-4.679985E+0
2.511886E+4	8.530909E-1	-6.641945E+0
3.162278E+4	8.449769E-1	-5.154758E+0
3.981072E+4	8.346327E-1	-6.526639E+0
5.011872E+4	8.243367E-1	-8.283357E+0
6.309573E+4	8.137879E-1	-1.000029E+1
7.943282E+4	8.067037E-1	-8.241639E+0
1.000000E+5	8.013668E-1	-1.013604E+1
1.258925E+5	7.977731E-1	-1.199750E+1
1.584893E+5	7.986348E-1	-1.090409E+1
1.995262E+5	7.967808E-1	-1.303433E+1
2.511886E+5	7.959988E-1	-1.642923E+1
3.162278E+5	7.959540E-1	-1.608216E+1
3.981072E+5	7.950423E-1	-1.950730E+1
5.011872E+5	7.905480E-1	-2.441676E+1
6.309573E+5	7.880021E-1	-3.033806E+1
7.943282E+5	7.867212E-1	-4.243878E+1
1.000000E+6	7.865965E-1	-5.017204E+1
