1.000000E+2	8.961021E-1	-3.674076E+0
1.258925E+2	8.957535E-1	-4.547108E+0
1.584893E+2	8.927078E-1	-6.469371E+0
1.995262E+2	8.895596E-1	-7.858058E+0
2.511886E+2	8.846501E-1	-1.028897E+1
3.162278E+2	8.758285E-1	-1.286455E+1
3.981072E+2	8.633265E-1	-1.609067E+1
5.011872E+2	8.440788E-1	-2.036803E+1
6.309573E+2	8.158104E-1	-2.451078E+1
7.943282E+2	7.761482E-1	-3.046915E+1
1.000000E+3	7.242760E-1	-3.641606E+1
1.258925E+3	6.533144E-1	-4.259280E+1
1.584893E+3	5.800099E-1	-4.976068E+1
1.995262E+3	5.019083E-1	-5.577590E+1
2.511886E+3	4.247387E-1	-6.160874E+1
3.162278E+3	3.549002E-1	-7.045048E+1
3.981072E+3	2.889200E-1	-7.580059E+1
5.011872E+3	2.339660E-1	-8.052415E+1
6.309573E+3	1.877744E-1	-8.525907E+1
7.943282E+3	1.507605E-1	-8.507658E+1
1.000000E+4	1.205122E-1	-8.836456E+1
1.258925E+4	9.560475E-2	8.877097E+1
1.584893E+4	7.612949E-2	8.933951E+1
1.995262E+4	6.066533E-2	8.709471E+1
2.511886E+4	4.786345E-2	8.517688E+1
3.162278E+4	3.789619E-2	8.680853E+1
3.981072E+4	2.981846E-2	8.490351E+1
5.011872E+4	2.327068E-2	8.345629E+1
6.309573E+4	1.820675E-2	8.196049E+1
7.943282E+4	1.437840E-2	8.383576E+1
1.000000E+5	1.124764E-2	8.364921E+1
1.258925E+5	8.864814E-3	8.304284E+1
1.584893E+5	7.041895E-3	8.524777E+1
1.995262E+5	5.467010E-3	8.449760E+1
2.511886E+5	4.269805E-3	8.461087E+1
3.162278E+5	3.404380E-3	8.781746E+1
3.981072E+5	2.829120E-3	8.594990E+1
5.011872E+5	2.139729E-3	8.521089E+1
6.309573E+5	1.658678E-3	8.094071E+1
7.943282E+5	1.022501E-3	8.136076E+1
1.000000E+6	7.281988E-4	-8.141559E+1
